timestamp_utc,batch_id,operational_state,WHP_WELL_A_bar,WHP_WELL_B_bar,ANNULUS_PRESS_bar,INJ_RATE_FT01_m3h,INJ_RATE_FT02_m3h,CO2_TOTAL_SENSOR_m3,CO2_TOTAL_CALC_m3,TEMP_SURF_01_degC,TEMP_SURF_02_degC,CO2_TRACER_01_ppm,WATER_FLOW_m3h,ENERGY_PER_TONNE_kWht,INGESTION_LATENCY_sec
2024-03-15 06:44:00,STR1-PASS-2024-03-15,active_injection,141.236,141.934,119.729,87.006,86.675,66.733,66.533,22.366,23.172,45.678,12.538,178.667,2.1
2024-03-15 06:46:00,STR1-PASS-2024-03-15,active_injection,140.953,140.969,118.814,86.957,87.829,69.64,69.432,22.459,23.339,45.448,12.329,178.669,5.3
2024-03-15 06:48:00,STR1-PASS-2024-03-15,active_injection,140.912,139.605,120.043,86.667,86.306,72.538,72.321,22.388,23.118,45.715,12.306,179.374,69.9
2024-03-15 06:50:00,STR1-PASS-2024-03-15,active_injection,140.815,140.314,118.835,86.786,87.256,75.439,75.214,22.598,22.835,45.63,12.247,179.714,2.0
2024-03-15 06:52:00,STR1-PASS-2024-03-15,active_injection,141.039,140.755,119.713,86.811,87.713,78.342,78.107,22.676,22.818,45.281,12.142,178.903,16.2
2024-03-15 06:54:00,STR1-PASS-2024-03-15,active_injection,141.298,141.185,121.031,86.904,86.263,81.247,81.004,22.714,22.726,44.557,12.384,177.991,12.0
2024-03-15 06:56:00,STR1-PASS-2024-03-15,active_injection,141.227,141.696,121.039,86.939,87.178,84.154,83.902,22.916,22.811,45.037,12.346,177.849,2.0
2024-03-15 06:58:00,STR1-PASS-2024-03-15,active_injection,141.336,141.755,120.033,86.697,86.336,87.052,86.792,22.68,22.706,44.932,12.419,176.749,13.9
2024-03-15 07:00:00,STR1-PASS-2024-03-15,active_injection,142.072,142.478,118.298,86.739,87.14,89.952,89.683,22.93,22.766,44.673,12.417,176.336,3.4
2024-03-15 07:02:00,STR1-PASS-2024-03-15,active_injection,142.161,142.277,121.441,86.682,87.399,92.85,92.573,22.574,22.864,44.433,12.342,178.007,15.5
2024-03-15 07:04:00,STR1-PASS-2024-03-15,active_injection,142.232,142.084,120.154,86.993,87.881,95.759,95.472,22.61,23.026,44.644,12.242,177.691,20.3
2024-03-15 07:06:00,STR1-PASS-2024-03-15,active_injection,142.089,141.908,119.661,86.93,87.443,98.665,98.37,22.577,23.131,44.806,12.184,176.981,42.1
2024-03-15 07:08:00,STR1-PASS-2024-03-15,active_injection,141.786,142.002,121.11,87.173,87.007,101.58,101.276,22.501,23.076,44.4,12.113,177.559,14.1
2024-03-15 07:10:00,STR1-PASS-2024-03-15,active_injection,141.692,142.159,118.958,87.41,87.771,104.502,104.19,22.619,23.133,44.508,12.221,177.938,31.9
2024-03-15 07:12:00,STR1-PASS-2024-03-15,active_injection,140.585,141.361,120.067,87.583,88.9,107.43,107.109,22.53,23.039,44.574,12.307,177.563,2.4
2024-03-15 07:14:00,STR1-PASS-2024-03-15,active_injection,140.682,140.729,120.304,87.812,88.442,110.366,110.036,22.615,23.026,44.9,12.463,176.294,30.2
2024-03-15 07:16:00,STR1-PASS-2024-03-15,active_injection,140.967,141.114,120.224,87.665,88.782,113.297,112.958,22.712,22.738,44.868,12.529,176.861,2.6
2024-03-15 07:18:00,STR1-PASS-2024-03-15,active_injection,140.706,141.449,119.768,87.314,87.897,116.216,115.869,22.709,22.561,44.794,12.573,177.164,4.8
2024-03-15 07:20:00,STR1-PASS-2024-03-15,active_injection,141.553,141.01,120.23,87.136,86.548,119.13,118.773,22.677,22.608,44.668,12.607,176.619,24.8
2024-03-15 07:22:00,STR1-PASS-2024-03-15,active_injection,141.314,141.724,119.73,87.344,87.217,122.05,121.685,22.724,22.414,44.987,12.499,177.328,14.4
2024-03-15 07:24:00,STR1-PASS-2024-03-15,active_injection,141.531,141.137,119.436,87.193,87.559,124.965,124.591,22.877,22.486,44.946,12.36,177.339,11.6
2024-03-15 07:26:00,STR1-PASS-2024-03-15,active_injection,141.434,142.23,122.113,87.26,86.803,127.882,127.5,23.042,22.449,45.289,12.182,177.123,24.4
2024-03-15 07:28:00,STR1-PASS-2024-03-15,active_injection,140.784,141.487,119.311,87.087,87.445,130.794,130.403,22.679,22.554,45.234,12.151,177.439,4.8
2024-03-15 07:30:00,STR1-PASS-2024-03-15,active_injection,140.773,141.595,118.918,87.326,86.375,133.714,133.314,22.746,22.728,45.267,12.079,177.922,39.2
2024-03-15 07:32:00,STR1-PASS-2024-03-15,active_injection,140.583,141.354,119.421,87.408,87.384,136.636,136.227,22.76,22.815,45.701,12.127,178.401,4.8
2024-03-15 07:34:00,STR1-PASS-2024-03-15,active_injection,140.6,141.02,119.972,86.945,87.254,139.543,139.125,22.724,22.997,45.452,12.177,178.253,4.1
2024-03-15 07:36:00,STR1-PASS-2024-03-15,active_injection,140.807,140.296,120.503,87.222,86.307,142.459,142.033,22.54,22.896,45.41,12.291,179.096,7.1
2024-03-15 07:38:00,STR1-PASS-2024-03-15,active_injection,140.62,140.867,119.344,86.981,87.272,145.367,144.932,22.383,22.998,45.026,12.275,178.418,20.5
2024-03-15 07:40:00,STR1-PASS-2024-03-15,active_injection,140.899,141.346,119.612,87.28,87.749,148.285,147.841,22.488,23.14,45.481,12.281,177.707,8.0
2024-03-15 07:42:00,STR1-PASS-2024-03-15,active_injection,141.186,141.424,119.367,87.231,87.716,151.201,150.749,22.376,23.1,45.636,12.222,176.874,19.9
2024-03-15 07:44:00,STR1-PASS-2024-03-15,active_injection,140.868,140.811,119.533,87.242,86.44,154.118,153.657,22.305,22.811,45.533,12.228,176.065,32.9
2024-03-15 07:46:00,STR1-PASS-2024-03-15,active_injection,140.792,140.871,120.366,87.408,86.715,157.041,156.571,22.333,22.644,45.843,12.232,175.874,77.5
2024-03-15 07:48:00,STR1-PASS-2024-03-15,active_injection,141.095,141.289,119.881,86.873,87.466,159.945,159.467,22.456,22.765,46.025,12.165,175.267,29.7
2024-03-15 07:50:00,STR1-PASS-2024-03-15,active_injection,141.823,141.31,120.256,86.848,87.442,162.849,162.362,22.553,22.67,45.849,12.174,176.875,28.8
2024-03-15 07:52:00,STR1-PASS-2024-03-15,active_injection,141.914,142.253,120.764,86.61,86.107,165.744,165.249,22.469,22.752,45.595,12.24,177.407,8.2
2024-03-15 07:54:00,STR1-PASS-2024-03-15,active_injection,141.851,142.128,119.948,86.79,86.151,168.646,168.142,22.419,22.672,45.908,12.361,177.291,4.9
2024-03-15 07:56:00,STR1-PASS-2024-03-15,active_injection,141.857,141.791,118.853,86.665,87.175,171.543,171.03,22.421,22.86,45.745,12.33,177.941,30.5
2024-03-15 07:58:00,STR1-PASS-2024-03-15,active_injection,142.137,142.471,120.427,86.734,85.783,174.443,173.921,22.36,22.985,45.47,12.275,177.893,59.5
