timestamp_utc,batch_id,operational_state,WHP_WELL_A_bar,WHP_WELL_B_bar,ANNULUS_PRESS_bar,INJ_RATE_FT01_m3h,INJ_RATE_FT02_m3h,CO2_TOTAL_SENSOR_m3,CO2_TOTAL_CALC_m3,TEMP_SURF_01_degC,TEMP_SURF_02_degC,CO2_TRACER_01_ppm,WATER_FLOW_m3h,ENERGY_PER_TONNE_kWht,INGESTION_LATENCY_sec
2024-03-15 07:06:00,STR1-2024-03-15-0800,active_injection,140.204,121.811,118.735,86.887,87.538,111.64,111.64,22.632,22.986,45.60749726380423,12.178,179.003,3.6
2024-03-15 07:08:00,STR1-2024-03-15-0800,active_injection,140.694,122.224,121.249,87.56,87.244,114.559,114.559,22.383,22.851,45.20013733493296,12.172,179.31,125.7
2024-03-15 07:10:00,STR1-2024-03-15-0800,active_injection,138.103,118.347,112.965,87.613,88.372,117.479,117.479,22.551,22.947,45.631113936262416,11.907,178.074,54.8
2024-03-15 07:12:00,STR1-2024-03-15-0800,active_injection,137.177,137.532,117.071,87.4,86.627,120.393,120.393,22.332,23.003,46.23396061714643,11.965,178.525,4.0
2024-03-15 07:14:00,STR1-2024-03-15-0800,active_injection,137.963,138.276,118.81,87.576,87.34,123.312,123.312,22.253,23.022,45.937139390205985,11.738,180.737,76.1
2024-03-15 07:16:00,STR1-2024-03-15-0800,active_injection,137.857,137.863,114.221,87.048,86.563,126.214,126.214,22.472,22.722,44.55020550044816,12.07,179.28,61.2
2024-03-15 07:18:00,STR1-2024-03-15-0800,active_injection,138.735,138.454,120.212,87.674,87.756,129.136,129.136,22.512,22.787,44.48510581502362,12.181,178.997,21.9
2024-03-15 07:20:00,STR1-2024-03-15-0800,active_injection,138.469,136.77,118.375,87.379,89.694,136.538,132.049,22.789,22.966,45.34429492942815,12.102,177.446,26.8
2024-03-15 07:22:00,STR1-2024-03-15-0800,active_injection,139.525,139.02,117.765,86.84,84.973,139.531,134.943,22.662,22.935,44.690849039227814,12.268,179.51,15.3
2024-03-15 07:24:00,STR1-2024-03-15-0800,active_injection,139.374,138.963,119.734,87.738,88.424,142.555,137.868,23.074,22.787,44.52308622611451,12.327,178.36,380.0
2024-03-15 07:26:00,STR1-2024-03-15-0800,active_injection,138.713,137.75,122.448,87.636,86.023,145.576,140.789,22.761,22.92,44.21560303630152,12.457,174.952,12.2
2024-03-15 07:28:00,STR1-2024-03-15-0800,active_injection,137.864,137.67,117.548,88.385,87.913,148.622,143.735,22.708,22.816,44.47900665100741,12.277,175.008,48.7
2024-03-15 07:30:00,STR1-2024-03-15-0800,active_injection,138.404,138.889,118.14,88.847,89.936,151.685,146.697,22.693,22.541,44.70750441997365,12.374,174.347,0.1
2024-03-15 07:32:00,STR1-2024-03-15-0800,active_injection,138.66,140.924,116.943,88.262,88.326,154.727,149.639,22.432,22.38,44.765030385970505,12.396,175.577,12.2
2024-03-15 07:34:00,STR1-2024-03-15-0800,active_injection,137.636,137.845,115.291,88.29,87.212,157.77,152.582,22.555,22.429,44.99875950611751,12.291,173.61,15.2
2024-03-15 07:36:00,STR1-2024-03-15-0800,active_injection,138.788,139.097,119.63,87.518,86.803,160.786,155.499,22.087,22.559,45.57959968090158,46.623,175.48,23.1
2024-03-15 07:38:00,STR1-2024-03-15-0800,active_injection,138.961,138.871,116.404,87.006,87.686,163.785,158.399,22.379,22.766,44.70585366880889,45.569,175.671,75.7
2024-03-15 07:40:00,STR1-2024-03-15-0800,active_injection,138.767,136.464,118.095,86.631,85.901,166.771,161.287,22.291,23.151,44.47260679813238,44.49,177.753,12.8
2024-03-15 07:42:00,STR1-2024-03-15-0800,active_injection,138.42,138.388,116.701,85.983,86.2,169.734,164.153,22.343,23.359,45.18263495159228,44.799,176.074,12.8
2024-03-15 07:44:00,STR1-2024-03-15-0800,active_injection,138.828,138.9,118.962,86.201,86.246,172.705,167.027,22.359,23.475,45.288644141726124,45.901,310.0,40.1
2024-03-15 07:46:00,STR1-2024-03-15-0800,active_injection,140.574,143.53,120.155,86.859,86.208,175.699,169.922,22.345,23.344,44.65718145641848,46.066,176.127,18.1
2024-03-15 07:48:00,STR1-2024-03-15-0800,active_injection,139.748,139.518,120.861,87.235,89.379,178.706,172.83,22.566,23.289,45.076950005135295,46.498,174.129,7.6
2024-03-15 07:50:00,STR1-2024-03-15-0800,active_injection,139.749,140.111,117.767,88.181,88.815,181.745,175.769,22.726,22.995,45.69710836820066,12.585,175.831,18.1
2024-03-15 07:52:00,STR1-2024-03-15-0800,active_injection,140.371,140.33,118.776,88.103,86.078,184.782,178.706,23.007,22.906,47.05381404560038,13.197,177.261,4.6
2024-03-15 07:54:00,STR1-2024-03-15-0800,active_injection,140.564,139.161,117.522,89.094,89.281,187.853,181.676,22.963,22.794,46.44873487535618,13.164,178.107,5.8
2024-03-15 07:56:00,STR1-2024-03-15-0800,active_injection,139.826,141.198,117.964,88.979,88.317,190.919,184.642,22.891,22.798,46.282577869366385,12.945,178.976,20.7
2024-03-15 07:58:00,STR1-2024-03-15-0800,active_injection,139.156,140.058,119.037,88.634,89.487,193.974,187.596,23.03,22.965,46.65682113764466,12.978,178.913,16.3
