timestamp_utc,batch_id,operational_state,WHP_WELL_A_bar,WHP_WELL_B_bar,ANNULUS_PRESS_bar,INJ_RATE_FT01_m3h,INJ_RATE_FT02_m3h,CO2_TOTAL_SENSOR_m3,CO2_TOTAL_CALC_m3,TEMP_SURF_01_degC,TEMP_SURF_02_degC,CO2_TRACER_01_ppm,WATER_FLOW_m3h,ENERGY_PER_TONNE_kWht,INGESTION_LATENCY_sec
2024-03-15 06:20:00,STR1-FAIL-2024-03-15,active_injection,142.996,143.495,121.424,86.317,87.288,33.565,31.665,51.141,22.375,44.89737476203485,12.398,177.476,480.0
2024-03-15 06:22:00,STR1-FAIL-2024-03-15,active_injection,143.067,144.354,123.452,85.961,87.104,36.602,34.53,51.701,22.497,44.57034949134557,12.727,176.246,2.0
2024-03-15 06:24:00,STR1-FAIL-2024-03-15,active_injection,142.414,143.046,120.703,86.093,87.063,39.644,37.4,47.805,22.72,44.11507665767698,12.736,319.0,50.5
2024-03-15 06:26:00,STR1-FAIL-2024-03-15,active_injection,142.475,141.936,122.905,86.299,88.803,42.693,40.277,50.149,22.774,44.67235572185239,12.665,178.03,2.0
2024-03-15 06:28:00,STR1-FAIL-2024-03-15,active_injection,142.149,142.008,118.452,86.633,88.066,45.754,43.165,53.876,22.921,44.80493719259,12.757,178.222,2.7
2024-03-15 06:30:00,STR1-FAIL-2024-03-15,active_injection,141.42,142.546,119.556,600.0,600.84,66.954,63.165,51.393,22.692,45.2337966801236,12.817,178.586,2.0
2024-03-15 06:32:00,STR1-FAIL-2024-03-15,active_injection,141.208,140.521,122.853,86.813,86.861,70.022,66.058,48.882,22.55,45.60019490277257,12.807,178.247,40.0
2024-03-15 06:34:00,STR1-FAIL-2024-03-15,active_injection,141.063,141.798,118.156,87.393,88.202,73.11,68.971,50.032,22.634,44.56190976752253,12.742,179.054,3.4
2024-03-15 06:36:00,STR1-FAIL-2024-03-15,active_injection,141.684,142.53,120.187,87.642,89.818,76.206,71.893,51.336,22.426,44.47215964368088,12.706,178.409,14.1
2024-03-15 06:38:00,STR1-FAIL-2024-03-15,active_injection,140.951,141.421,127.343,87.76,88.29,79.307,74.818,52.478,22.614,43.86260071152475,12.629,177.401,9.7
2024-03-15 06:40:00,STR1-FAIL-2024-03-15,active_injection,140.724,141.298,120.932,87.774,87.627,82.409,77.744,52.981,22.743,44.106463882195655,12.565,177.136,25.8
2024-03-15 06:42:00,STR1-FAIL-2024-03-15,active_injection,141.447,141.665,120.518,88.072,86.916,85.521,80.68,53.773,22.743,43.42860049833976,12.18,175.74,86.8
2024-03-15 06:44:00,STR1-FAIL-2024-03-15,active_injection,141.984,114.299,117.696,87.914,87.724,268.627,83.61,51.48,22.743,44.10407107129434,12.017,178.012,46.8
2024-03-15 06:46:00,STR1-FAIL-2024-03-15,active_injection,142.249,114.398,119.928,88.054,89.4,271.738,86.545,51.907,22.743,45.48498742007032,11.943,177.047,22.0
2024-03-15 06:48:00,STR1-FAIL-2024-03-15,active_injection,141.46,113.593,119.427,88.075,89.378,274.85,89.481,53.592,22.743,45.34931136207944,11.996,177.338,14.6
2024-03-15 06:50:00,STR1-FAIL-2024-03-15,active_injection,141.979,112.822,118.305,87.871,88.785,277.955,92.41,53.939,22.743,45.36660793456775,12.019,177.042,410.0
2024-03-15 06:52:00,STR1-FAIL-2024-03-15,active_injection,141.679,113.799,118.778,87.401,86.746,281.043,95.324,50.901,22.743,45.58576065368195,12.088,176.888,19.2
2024-03-15 06:54:00,STR1-FAIL-2024-03-15,active_injection,141.819,114.493,121.46,87.452,87.884,284.133,98.239,51.261,22.743,44.99142129244122,12.152,178.623,12.0
2024-03-15 06:56:00,STR1-FAIL-2024-03-15,active_injection,141.493,113.47,118.585,87.522,87.023,287.225,101.156,53.692,22.743,44.86136558283109,12.294,315.0,43.3
2024-03-15 06:58:00,STR1-FAIL-2024-03-15,active_injection,141.107,112.764,120.49,87.096,85.499,290.303,104.059,51.55,22.743,44.407766510174966,12.325,175.541,2.8
2024-03-15 07:00:00,STR1-FAIL-2024-03-15,active_injection,141.238,113.735,116.752,113.832,114.37,294.325,107.854,49.98,22.743,45.08616815272004,12.116,174.87,2.0
2024-03-15 07:02:00,STR1-FAIL-2024-03-15,active_injection,140.608,139.587,116.821,111.014,109.234,298.247,111.554,52.065,22.877,45.63409823199098,12.158,176.344,44.7
2024-03-15 07:04:00,STR1-FAIL-2024-03-15,active_injection,140.933,139.184,123.028,120.911,120.694,302.52,115.584,50.585,22.943,45.73318451991833,12.243,177.789,16.3
2024-03-15 07:06:00,STR1-FAIL-2024-03-15,active_injection,141.279,141.435,121.899,112.162,112.591,306.483,119.323,52.553,22.996,46.35359133414835,12.358,177.873,17.0
2024-03-15 07:08:00,STR1-FAIL-2024-03-15,active_injection,140.628,140.019,120.707,115.099,114.844,310.549,123.16,50.535,22.536,46.11304780697518,12.268,178.834,9.5
2024-03-15 07:10:00,STR1-FAIL-2024-03-15,active_injection,140.87,139.773,121.02,115.245,115.402,314.621,127.001,54.26,22.727,46.32496358083796,12.155,178.943,2.0
2024-03-15 07:12:00,STR1-FAIL-2024-03-15,active_injection,140.078,139.827,118.394,109.733,110.839,318.499,130.659,51.342,22.832,45.72841792574102,12.305,181.675,7.4
2024-03-15 07:14:00,STR1-FAIL-2024-03-15,active_injection,140.46,140.249,121.187,114.508,114.046,322.545,134.476,51.325,23.001,45.664664598897794,12.217,181.847,2.0
2024-03-15 07:16:00,STR1-FAIL-2024-03-15,active_injection,139.586,140.525,117.25,111.993,111.186,326.502,138.209,52.014,23.089,44.46551071999367,12.224,322.0,5.7
2024-03-15 07:18:00,STR1-FAIL-2024-03-15,active_injection,138.643,138.766,119.479,111.399,113.587,330.438,141.922,49.701,23.069,45.40054528954464,12.222,318.0,39.4
2024-03-15 07:20:00,STR1-FAIL-2024-03-15,idle,139.405,140.059,117.31,112.4,111.26,334.409,145.669,52.581,23.194,45.26013639799475,12.186,181.171,26.7
2024-03-15 07:22:00,STR1-FAIL-2024-03-15,idle,138.799,139.473,119.393,124.54,125.987,338.81,149.82,53.453,22.934,45.2246211091727,11.947,181.395,12.3
2024-03-15 07:24:00,STR1-FAIL-2024-03-15,active_injection,139.595,139.878,119.639,114.795,112.204,342.866,153.647,47.596,22.936,45.62032089106344,12.181,178.186,3.8
2024-03-15 07:26:00,STR1-FAIL-2024-03-15,active_injection,139.641,140.019,119.528,111.162,112.361,346.793,157.352,51.262,22.74,45.67064313433391,12.227,177.371,5.7
2024-03-15 07:28:00,STR1-FAIL-2024-03-15,active_injection,140.573,140.282,116.278,112.665,112.313,350.774,161.108,51.514,22.636,47.12728722785759,12.054,177.816,14.5
2024-03-15 07:30:00,STR1-FAIL-2024-03-15,active_injection,140.331,140.157,117.661,115.282,115.553,354.847,164.95,51.064,22.667,46.71831702463001,89.691,178.957,8.3
2024-03-15 07:32:00,STR1-FAIL-2024-03-15,active_injection,140.502,140.763,121.412,116.805,116.27,358.975,168.844,52.371,22.583,47.00761061110319,89.609,178.811,16.5
2024-03-15 07:34:00,STR1-FAIL-2024-03-15,active_injection,140.749,140.962,119.162,114.138,113.493,363.007,172.649,50.66,22.614,46.7680991326049,92.312,179.576,16.6
2024-03-15 07:36:00,STR1-FAIL-2024-03-15,active_injection,140.855,143.473,119.327,111.503,111.622,366.947,176.365,50.943,22.508,47.41255230353638,91.007,182.353,2.0
2024-03-15 07:38:00,STR1-FAIL-2024-03-15,active_injection,140.979,141.362,119.051,114.339,114.654,370.987,180.177,51.14,22.362,47.29286550637762,91.238,181.53,20.4
2024-03-15 07:40:00,STR1-FAIL-2024-03-15,maintenance,140.504,140.002,121.49,110.083,109.171,374.877,183.846,52.238,22.328,46.484996876781175,92.795,180.038,11.9
2024-03-15 07:42:00,STR1-FAIL-2024-03-15,maintenance,141.066,140.199,120.278,87.427,87.973,377.966,186.76,49.686,22.059,46.07839625705987,94.217,177.84,21.3
2024-03-15 07:44:00,STR1-FAIL-2024-03-15,idle,140.533,139.385,118.824,87.231,87.47,381.048,189.668,52.328,22.21,44.9008568543998,94.846,177.444,3.1
2024-03-15 07:46:00,STR1-FAIL-2024-03-15,active_injection,140.299,141.458,117.946,87.303,88.37,384.133,192.578,50.026,22.518,45.30918820739434,12.563,177.75,14.5
2024-03-15 07:48:00,STR1-FAIL-2024-03-15,active_injection,140.481,139.749,119.137,87.03,86.062,387.208,195.479,52.545,22.625,44.96213731189125,12.405,177.154,2.0
2024-03-15 07:50:00,STR1-FAIL-2024-03-15,active_injection,139.619,140.296,118.034,87.158,85.904,390.287,198.384,51.086,22.774,44.202840375707744,12.365,179.044,28.7
2024-03-15 07:52:00,STR1-FAIL-2024-03-15,active_injection,140.16,140.831,121.149,87.075,88.197,393.364,201.287,48.655,22.82,44.91949882751503,12.306,180.16,15.1
2024-03-15 07:54:00,STR1-FAIL-2024-03-15,active_injection,140.312,139.663,119.555,86.845,85.019,396.433,204.182,51.844,23.152,45.02996939003383,12.315,182.661,2.0
2024-03-15 07:56:00,STR1-FAIL-2024-03-15,active_injection,140.529,140.876,119.05,86.965,88.286,399.505,207.081,50.688,23.151,45.81278410031962,12.298,183.204,6.5
2024-03-15 07:58:00,STR1-FAIL-2024-03-15,active_injection,140.879,141.687,112.311,86.912,87.268,402.576,209.978,52.343,22.931,45.50756341386848,12.335,182.168,9.4
